split,label,video_name,clip_num,start_sec,end_sec,avg_motion,max_motion,std_motion,motion_first_half,motion_second_half,motion_change,motion_peak_position
train,normal_clean,normal_012.mp4,2,1.0,2.0,13.81,16.24,1.49,12.65,14.96,2.31,0.96
train,normal_clean,normal_012.mp4,3,2.0,3.0,16.38,19.17,2.29,18.19,14.56,-3.63,0.29
train,normal_clean,normal_012.mp4,4,3.0,4.0,12.92,16.35,1.44,12.06,13.78,1.73,0.83
train,normal_clean,normal_013.mp4,1,0.0,1.0,5.79,8.63,1.89,4.17,7.4,3.24,0.79
train,normal_clean,normal_013.mp4,2,1.0,2.0,8.04,9.98,2.0,6.45,9.64,3.19,0.92
train,normal_clean,normal_013.mp4,3,2.0,3.0,4.89,28.16,5.01,5.73,4.04,-1.69,0.04
train,normal_clean,normal_013.mp4,4,3.0,4.0,3.51,5.15,1.24,4.52,2.51,-2.01,0.12
train,normal_clean,normal_016.mp4,1,0.0,1.0,15.19,31.21,6.73,13.54,16.83,3.29,0.83
train,normal_clean,normal_016.mp4,2,1.0,2.0,6.8,7.57,0.34,6.61,7.0,0.39,0.79
train,normal_clean,normal_016.mp4,3,2.0,3.0,8.67,55.75,9.84,11.21,6.14,-5.07,0.46
train,normal_clean,normal_016.mp4,4,3.0,4.0,6.12,7.16,0.66,6.14,6.1,-0.04,0.62
train,normal_clean,normal_017.mp4,1,0.0,1.0,6.96,7.9,0.64,6.53,7.38,0.85,0.92
train,normal_clean,normal_017.mp4,2,1.0,2.0,7.38,8.5,0.82,8.13,6.63,-1.5,0.25
train,normal_clean,normal_017.mp4,3,2.0,3.0,8.84,60.09,10.71,6.66,11.02,4.36,0.92
train,normal_clean,normal_017.mp4,4,3.0,3.36,3.82,5.88,0.99,3.06,4.59,1.53,0.88
train,normal_clean,normal_019.mp4,1,0.0,1.0,3.25,3.94,0.47,3.6,2.89,-0.71,0.33
train,normal_clean,normal_019.mp4,2,1.0,2.0,2.94,3.41,0.31,3.18,2.7,-0.47,0.08
train,normal_clean,normal_019.mp4,3,2.0,3.0,2.48,2.84,0.19,2.39,2.56,0.18,0.88
train,normal_clean,normal_019.mp4,4,3.0,4.0,2.72,3.53,0.42,2.44,2.99,0.55,0.83
train,normal_clean,normal_020.mp4,1,0.0,1.0,3.19,3.88,0.51,2.77,3.6,0.83,0.96
train,normal_clean,normal_020.mp4,2,1.0,2.0,3.83,4.43,0.34,4.02,3.63,-0.39,0.42
train,normal_clean,normal_020.mp4,3,2.0,3.0,2.81,3.23,0.33,2.77,2.85,0.08,0.88
train,normal_clean,normal_020.mp4,4,3.0,4.0,2.09,2.71,0.32,2.32,1.86,-0.46,0.0
train,normal_clean,normal_022.mp4,1,0.0,1.0,10.03,64.38,11.34,7.92,12.14,4.22,0.92
train,normal_clean,normal_022.mp4,2,1.0,2.0,6.83,38.68,9.44,11.59,2.08,-9.51,0.21
train,normal_clean,normal_022.mp4,3,2.0,3.0,1.54,2.38,0.36,1.39,1.69,0.3,0.83
train,normal_clean,normal_022.mp4,4,3.0,4.0,2.27,3.96,0.94,1.7,2.83,1.13,0.83
train,normal_clean,normal_023.mp4,1,0.0,1.0,4.4,77.46,15.26,6.75,2.06,-4.69,0.42
train,normal_clean,normal_023.mp4,2,1.0,2.0,2.39,2.98,0.3,2.53,2.25,-0.28,0.38
train,normal_clean,normal_023.mp4,3,2.0,3.0,3.95,4.57,0.4,3.63,4.27,0.64,0.96
train,normal_clean,normal_023.mp4,4,3.0,4.0,3.37,4.51,0.57,3.8,2.95,-0.84,0.0
train,normal_clean,normal_024.mp4,1,0.0,1.0,6.09,7.6,1.01,6.5,5.69,-0.82,0.5
train,normal_clean,normal_024.mp4,2,1.0,2.0,3.33,4.15,0.61,3.58,3.07,-0.51,0.04
train,normal_clean,normal_024.mp4,3,2.0,3.0,4.2,5.39,0.84,4.73,3.67,-1.06,0.38
train,normal_clean,normal_024.mp4,4,3.0,4.0,4.66,6.03,1.43,3.75,5.58,1.83,0.46
train,normal_clean,normal_025.mp4,1,0.0,1.0,2.78,4.16,0.48,2.57,3.0,0.44,0.83
train,normal_clean,normal_025.mp4,2,1.0,2.0,2.48,3.3,0.43,2.22,2.74,0.52,0.92
train,normal_clean,normal_025.mp4,3,2.0,3.0,4.21,4.83,0.3,3.99,4.42,0.43,0.88
train,normal_clean,normal_025.mp4,4,3.0,3.56,2.86,3.5,0.36,3.12,2.63,-0.5,0.0
train,normal_clean,normal_027.mp4,1,0.0,1.0,2.62,3.41,0.43,3.0,2.23,-0.77,0.08
train,normal_clean,normal_027.mp4,2,1.0,2.0,3.36,4.06,0.52,2.98,3.73,0.75,0.92
train,normal_clean,normal_027.mp4,3,2.0,3.0,3.57,4.09,0.38,3.69,3.45,-0.25,0.17
train,normal_clean,normal_027.mp4,4,3.0,4.0,5.49,7.44,1.0,5.03,5.96,0.93,0.96
train,normal_clean,normal_028.mp4,1,0.0,1.0,3.84,4.82,0.43,3.74,3.95,0.21,0.96
train,normal_clean,normal_028.mp4,2,1.0,2.0,5.08,34.52,6.14,6.4,3.76,-2.64,0.21
train,normal_clean,normal_028.mp4,3,2.0,3.0,4.67,5.42,0.34,4.41,4.92,0.51,0.96
train,normal_clean,normal_028.mp4,4,3.0,4.0,6.49,7.94,0.76,5.81,7.16,1.35,0.96
train,normal_clean,normal_029.mp4,1,0.0,1.0,1.96,2.48,0.2,2.07,1.86,-0.22,0.46
train,normal_clean,normal_029.mp4,2,1.0,2.0,2.45,3.44,0.79,1.8,3.1,1.3,0.92
train,normal_clean,normal_029.mp4,3,2.0,3.0,2.74,3.29,0.32,3.0,2.48,-0.51,0.0
train,normal_clean,normal_029.mp4,4,3.0,4.0,2.07,2.53,0.17,2.0,2.15,0.15,0.83
train,normal_clean,normal_030.mp4,1,0.0,1.0,1.39,1.73,0.14,1.46,1.31,-0.15,0.46
train,normal_clean,normal_030.mp4,2,1.0,2.0,0.73,1.27,0.22,0.84,0.62,-0.22,0.42
train,normal_clean,normal_030.mp4,3,2.0,3.0,1.24,2.02,0.41,1.31,1.18,-0.13,0.38
train,normal_clean,normal_030.mp4,4,3.0,4.0,0.89,1.45,0.31,0.68,1.09,0.41,0.83
train,normal_clean,normal_031.mp4,1,0.0,1.0,10.44,51.74,9.71,7.98,12.9,4.92,0.46
train,normal_clean,normal_031.mp4,2,1.0,2.0,14.11,17.52,3.15,16.16,12.06,-4.1,0.42
train,normal_clean,normal_031.mp4,3,2.0,3.0,18.37,58.15,8.61,18.44,18.3,-0.15,0.04
train,normal_clean,normal_031.mp4,4,3.0,4.0,18.35,47.08,6.57,21.36,15.33,-6.03,0.42
train,normal_clean,normal_032.mp4,1,0.0,1.0,1.63,2.79,0.3,1.59,1.67,0.08,0.46
train,normal_clean,normal_032.mp4,2,1.0,2.0,3.64,4.44,0.51,3.63,3.65,0.02,0.42
train,normal_clean,normal_032.mp4,3,2.0,3.0,1.7,3.12,0.69,2.25,1.16,-1.09,0.04
train,normal_clean,normal_032.mp4,4,3.0,4.0,3.85,16.81,2.9,3.67,4.04,0.38,0.46
train,normal_clean,normal_033.mp4,1,0.0,1.0,3.21,3.88,0.29,3.17,3.24,0.07,0.58
train,normal_clean,normal_033.mp4,2,1.0,2.0,6.21,26.8,4.65,3.77,8.66,4.89,0.96
train,normal_clean,normal_033.mp4,3,2.0,3.0,15.42,19.48,2.2,15.99,14.86,-1.14,0.67
train,normal_clean,normal_033.mp4,4,3.0,4.0,11.85,17.08,2.74,9.89,13.81,3.91,0.96
train,normal_clean,normal_034.mp4,1,0.0,1.0,7.6,26.81,4.31,5.36,9.84,4.48,0.96
train,normal_clean,normal_034.mp4,2,1.0,2.0,2.89,3.45,0.21,2.79,2.98,0.19,0.92
train,normal_clean,normal_034.mp4,3,2.0,3.0,2.28,2.97,0.45,2.66,1.89,-0.77,0.0
train,normal_clean,normal_034.mp4,4,3.0,4.0,2.98,4.16,1.03,2.07,3.88,1.81,0.83
train,normal_clean,normal_035.mp4,1,0.0,1.0,2.23,4.96,1.1,1.77,2.69,0.92,0.96
train,normal_clean,normal_035.mp4,2,1.0,2.0,3.76,5.45,0.64,4.2,3.32,-0.88,0.0
train,normal_clean,normal_035.mp4,3,2.0,3.0,3.75,4.64,0.56,3.31,4.2,0.89,0.88
train,normal_clean,normal_035.mp4,4,3.0,4.0,4.02,4.51,0.43,4.3,3.73,-0.57,0.04
train,normal_clean,normal_036.mp4,1,0.0,1.0,3.26,4.85,0.96,2.39,4.14,1.74,0.71
train,normal_clean,normal_036.mp4,2,1.0,2.0,4.92,5.51,0.33,4.77,5.07,0.29,0.75
train,normal_clean,normal_036.mp4,3,2.0,3.0,2.86,4.92,0.79,3.52,2.2,-1.32,0.0
train,normal_clean,normal_036.mp4,4,3.0,4.0,2.18,2.71,0.26,2.1,2.25,0.15,0.83
train,normal_clean,normal_038.mp4,1,0.0,1.0,4.37,4.75,0.14,4.41,4.33,-0.08,0.46
train,normal_clean,normal_038.mp4,2,1.0,2.0,3.91,4.33,0.32,4.08,3.73,-0.35,0.0
train,normal_clean,normal_038.mp4,3,2.0,3.0,4.51,5.5,0.64,4.19,4.83,0.64,0.42
train,normal_clean,normal_038.mp4,4,3.0,4.0,6.26,6.96,0.35,6.13,6.4,0.26,0.58
train,normal_clean,normal_039.mp4,1,0.0,1.0,12.14,24.97,6.06,11.68,12.59,0.91,0.79
train,normal_clean,normal_039.mp4,2,1.0,2.0,3.65,5.16,0.71,3.37,3.93,0.57,0.88
train,normal_clean,normal_039.mp4,3,2.0,3.0,4.1,5.69,0.82,3.88,4.32,0.44,0.88
train,normal_clean,normal_039.mp4,4,3.0,4.0,7.07,10.37,1.82,5.72,8.41,2.69,0.88
train,normal_clean,normal_040.mp4,1,0.0,1.0,9.98,43.48,7.28,7.8,12.16,4.35,0.54
train,normal_clean,normal_040.mp4,2,1.0,2.0,13.64,18.03,4.84,9.77,17.51,7.74,0.92
train,normal_clean,normal_040.mp4,3,2.0,3.0,18.18,19.79,0.7,17.61,18.74,1.12,0.96
train,normal_clean,normal_040.mp4,4,3.0,4.0,18.97,20.83,1.17,18.31,19.62,1.31,0.5
train,normal_clean,normal_041.mp4,1,0.0,1.0,18.99,42.09,7.67,22.16,15.82,-6.34,0.71
train,normal_clean,normal_041.mp4,2,1.0,2.0,6.64,9.55,0.65,6.61,6.67,0.06,0.96
train,normal_clean,normal_041.mp4,3,2.0,3.0,7.45,9.07,0.64,7.39,7.51,0.12,0.38
train,normal_clean,normal_041.mp4,4,3.0,4.0,7.16,7.56,0.21,7.04,7.28,0.23,0.83
train,normal_clean,normal_043.mp4,1,0.0,1.0,3.92,4.66,0.52,4.24,3.59,-0.65,0.42
train,normal_clean,normal_043.mp4,2,1.0,2.0,3.92,4.53,0.26,3.72,4.12,0.4,0.92
train,normal_clean,normal_043.mp4,3,2.0,3.0,6.45,7.3,0.73,5.89,7.01,1.12,0.67
train,normal_clean,normal_043.mp4,4,3.0,4.0,6.23,7.08,0.82,6.93,5.53,-1.4,0.38
train,normal_clean,normal_045.mp4,1,0.0,1.0,2.83,3.22,0.16,2.83,2.82,-0.01,0.0
train,normal_clean,normal_045.mp4,2,1.0,2.0,2.63,2.9,0.11,2.59,2.67,0.08,0.42
train,normal_clean,normal_045.mp4,3,2.0,3.0,3.84,4.69,0.74,3.22,4.45,1.23,0.96
train,normal_clean,normal_045.mp4,4,3.0,4.0,6.93,8.5,1.22,5.84,8.01,2.16,0.88
train,normal_clean,normal_046.mp4,1,0.0,1.0,4.95,76.23,14.87,2.13,7.76,5.63,0.96
train,normal_clean,normal_046.mp4,2,1.0,2.0,3.94,4.41,0.24,3.84,4.05,0.21,0.62
train,normal_clean,normal_046.mp4,3,2.0,3.0,3.33,3.89,0.32,3.61,3.05,-0.56,0.38
train,normal_clean,normal_046.mp4,4,3.0,4.0,3.83,4.47,0.25,3.86,3.79,-0.07,0.33
train,normal_clean,normal_048.mp4,1,0.0,1.0,5.05,5.31,0.15,5.13,4.97,-0.15,0.75
train,normal_clean,normal_048.mp4,2,1.0,2.0,4.7,6.15,1.26,4.13,5.27,1.14,0.54
train,normal_clean,normal_048.mp4,3,2.0,3.0,2.52,3.03,0.28,2.62,2.42,-0.2,0.0
train,normal_clean,normal_048.mp4,4,3.0,4.0,3.54,5.42,1.22,4.6,2.48,-2.12,0.33
train,normal_clean,normal_049.mp4,1,0.0,1.0,4.84,5.53,0.48,5.27,4.42,-0.85,0.17
train,normal_clean,normal_049.mp4,2,1.0,2.0,3.0,3.66,0.27,2.78,3.22,0.45,0.92
train,normal_clean,normal_049.mp4,3,2.0,3.0,5.58,6.97,1.09,4.68,6.47,1.79,0.96
train,normal_clean,normal_049.mp4,4,3.0,4.0,8.08,9.25,0.79,7.39,8.78,1.38,0.88
train,normal_clean,normal_055.mp4,1,0.0,1.0,7.31,19.4,2.87,6.05,8.57,2.52,0.75
train,normal_clean,normal_055.mp4,2,1.0,2.0,8.97,10.44,1.82,10.29,7.66,-2.63,0.21
train,normal_clean,normal_055.mp4,3,2.0,3.0,8.99,9.77,0.59,9.45,8.53,-0.92,0.17
train,normal_clean,normal_055.mp4,4,3.0,4.0,5.15,6.92,0.7,5.64,4.65,-0.99,0.0
train,normal_clean,normal_056.mp4,1,0.0,1.0,9.64,9.9,0.15,9.54,9.74,0.21,0.58
train,normal_clean,normal_056.mp4,2,1.0,2.0,9.45,23.85,3.01,8.72,10.18,1.46,0.96
train,normal_clean,normal_056.mp4,3,2.0,3.0,7.88,9.0,0.91,8.69,7.06,-1.63,0.0
train,normal_clean,normal_056.mp4,4,3.0,4.0,5.57,7.8,1.11,6.2,4.93,-1.27,0.12
train,normal_clean,normal_057.mp4,1,0.0,1.0,3.61,52.6,10.35,1.04,6.18,5.15,0.83
train,normal_clean,normal_057.mp4,2,1.0,2.0,5.16,7.07,0.98,6.03,4.28,-1.76,0.04
train,normal_clean,normal_057.mp4,3,2.0,3.0,4.16,6.23,1.03,3.48,4.84,1.36,0.92
train,normal_clean,normal_057.mp4,4,3.0,4.0,6.52,7.73,0.64,6.31,6.72,0.41,0.79
train,normal_clean,normal_059.mp4,1,0.0,1.0,4.59,20.85,3.82,2.18,7.01,4.82,0.5
train,normal_clean,normal_059.mp4,2,1.0,2.0,3.1,5.17,1.12,4.03,2.18,-1.85,0.04
train,normal_clean,normal_059.mp4,3,2.0,3.0,4.07,7.42,1.9,2.62,5.52,2.9,0.96
train,normal_clean,normal_059.mp4,4,3.0,4.0,8.84,10.67,0.96,8.06,9.62,1.57,0.92
train,normal_clean,normal_061.mp4,1,0.0,1.0,5.26,22.38,4.25,6.76,3.76,-3.0,0.17
train,normal_clean,normal_061.mp4,2,1.0,2.0,3.02,3.71,0.33,3.24,2.81,-0.44,0.12
train,normal_clean,normal_061.mp4,3,2.0,3.0,4.51,5.41,0.43,4.74,4.27,-0.46,0.25
train,normal_clean,normal_061.mp4,4,3.0,4.0,4.77,5.7,0.57,4.28,5.25,0.97,0.79
train,normal_hard,normal_004.mp4,1,0.0,1.0,5.49,21.55,3.88,4.31,6.6,2.28,0.62
train,normal_hard,normal_004.mp4,2,1.0,2.0,7.15,9.49,3.25,6.98,7.31,0.33,0.59
train,normal_hard,normal_004.mp4,3,2.0,3.0,6.51,9.09,3.29,7.64,5.45,-2.19,0.0
train,normal_hard,normal_004.mp4,4,3.0,4.0,5.95,34.62,6.07,4.44,7.37,2.93,0.45
train,normal_hard,normal_006.mp4,1,0.0,1.0,35.74,73.33,16.98,38.76,32.92,-5.84,0.66
train,normal_hard,normal_006.mp4,2,1.0,2.0,6.08,8.14,2.44,5.62,6.5,0.87,0.97
train,normal_hard,normal_006.mp4,3,2.0,3.0,6.61,8.54,2.69,7.03,6.21,-0.81,0.31
train,normal_hard,normal_006.mp4,4,3.0,4.0,5.03,8.38,2.52,5.37,4.72,-0.66,0.45
train,normal_hard,normal_007.mp4,1,0.0,1.0,9.67,26.14,7.13,4.03,14.94,10.92,0.79
train,normal_hard,normal_007.mp4,2,1.0,2.0,3.47,6.68,1.61,3.42,3.51,0.08,0.0
train,normal_hard,normal_007.mp4,3,2.0,3.0,2.35,4.24,1.15,2.72,2.01,-0.71,0.0
train,normal_hard,normal_007.mp4,4,3.0,4.0,4.69,16.76,3.01,3.83,5.5,1.67,0.72
train,normal_hard,normal_008.mp4,1,0.0,1.0,3.32,15.72,2.74,4.43,2.28,-2.14,0.1
train,normal_hard,normal_008.mp4,2,1.0,2.0,4.46,22.39,3.86,4.3,4.61,0.31,0.45
train,normal_hard,normal_008.mp4,3,2.0,3.0,5.04,9.62,2.52,4.5,5.55,1.05,0.97
train,normal_hard,normal_008.mp4,4,3.0,4.0,9.85,29.04,5.94,9.22,10.44,1.21,0.66
train,normal_hard,normal_009.mp4,1,0.0,1.0,11.43,15.43,5.23,10.87,11.95,1.07,0.72
train,normal_hard,normal_009.mp4,2,1.0,2.0,16.08,69.38,13.22,15.75,16.39,0.64,0.48
train,normal_hard,normal_009.mp4,3,2.0,3.0,14.15,20.86,5.95,13.64,14.62,0.98,0.86
train,normal_hard,normal_009.mp4,4,3.0,4.0,10.04,28.44,5.41,9.64,10.41,0.77,0.31
train,normal_hard,normal_010.mp4,1,0.0,1.0,28.81,80.6,17.57,24.88,32.48,7.59,0.86
train,normal_hard,normal_010.mp4,2,1.0,2.0,7.0,9.34,3.09,6.34,7.63,1.29,0.9
train,normal_hard,normal_010.mp4,3,2.0,3.0,8.03,24.94,4.83,7.76,8.27,0.51,0.9
train,normal_hard,normal_010.mp4,4,3.0,4.0,7.07,10.35,3.35,6.41,7.69,1.28,0.62
train,normal_hard,normal_011.mp4,1,0.0,1.0,31.52,50.96,7.12,26.88,35.85,8.97,0.93
train,normal_hard,normal_011.mp4,2,1.0,2.0,16.45,61.07,13.02,19.69,13.43,-6.26,0.07
train,normal_hard,normal_011.mp4,3,2.0,3.0,12.03,17.51,6.08,14.79,9.46,-5.34,0.14
train,normal_hard,normal_011.mp4,4,3.0,4.0,3.18,5.17,1.17,2.59,3.74,1.15,0.83
train,normal_hard,normal_012.mp4,1,0.0,1.0,14.08,19.62,3.61,12.43,15.62,3.2,0.76
train,normal_hard,normal_012.mp4,2,1.0,2.0,12.37,43.84,8.19,17.96,7.15,-10.81,0.24
train,normal_hard,normal_012.mp4,3,2.0,3.0,5.26,6.97,2.14,5.39,5.13,-0.26,0.1
train,normal_hard,normal_012.mp4,4,3.0,4.0,2.42,4.03,1.11,2.79,2.07,-0.72,0.55
train,normal_hard,normal_013.mp4,1,0.0,1.0,8.95,11.35,1.48,9.76,8.19,-1.56,0.0
train,normal_hard,normal_013.mp4,2,1.0,2.0,5.07,18.46,3.22,7.1,3.18,-3.92,0.38
train,normal_hard,normal_013.mp4,3,2.0,3.0,2.71,3.64,1.21,2.85,2.57,-0.28,0.0
train,normal_hard,normal_013.mp4,4,3.0,4.0,2.77,3.93,1.27,2.78,2.75,-0.03,0.59
train,normal_hard,normal_014.mp4,1,0.0,1.0,29.55,60.99,10.75,22.37,36.26,13.89,0.97
train,normal_hard,normal_014.mp4,2,1.0,2.0,3.39,4.56,1.52,3.31,3.47,0.16,0.14
train,normal_hard,normal_014.mp4,3,2.0,3.0,3.37,4.39,1.52,3.11,3.61,0.51,0.38
train,normal_hard,normal_014.mp4,4,3.0,4.0,2.71,3.53,1.19,2.62,2.79,0.17,0.03
train,normal_hard,normal_015.mp4,1,0.0,1.0,10.92,17.73,5.7,11.2,10.66,-0.54,0.0
train,normal_hard,normal_015.mp4,2,1.0,2.0,7.03,28.02,4.84,7.49,6.6,-0.89,0.03
train,normal_hard,normal_015.mp4,3,2.0,3.0,7.18,9.01,3.25,6.79,7.55,0.76,0.79
train,normal_hard,normal_015.mp4,4,3.0,4.0,3.05,7.51,2.03,4.06,2.1,-1.95,0.03
train,normal_hard,normal_018.mp4,1,0.0,1.0,7.53,20.28,3.91,5.7,9.24,3.54,0.86
train,normal_hard,normal_018.mp4,2,1.0,2.0,9.9,13.84,4.26,10.26,9.57,-0.69,0.03
train,normal_hard,normal_018.mp4,3,2.0,3.0,4.23,10.1,2.56,5.38,3.17,-2.21,0.0
train,normal_hard,normal_018.mp4,4,3.0,4.0,3.14,6.89,1.94,2.18,4.03,1.85,0.97
train,normal_hard,normal_019.mp4,1,0.0,1.0,5.25,6.46,1.89,5.03,5.45,0.42,0.62
train,normal_hard,normal_019.mp4,2,1.0,2.0,4.13,5.96,1.67,4.81,3.49,-1.32,0.0
train,normal_hard,normal_019.mp4,3,2.0,3.0,2.7,3.64,0.98,2.99,2.44,-0.56,0.0
train,normal_hard,normal_019.mp4,4,3.0,4.0,2.13,3.15,0.91,1.61,2.61,1.0,0.97
train,normal_hard,normal_020.mp4,1,0.0,1.0,8.19,11.26,1.53,8.54,7.86,-0.69,0.45
train,normal_hard,normal_020.mp4,2,1.0,2.0,5.9,79.05,13.92,8.71,3.27,-5.43,0.03
train,normal_hard,normal_020.mp4,3,2.0,3.0,4.61,5.92,1.84,4.35,4.84,0.49,0.97
train,normal_hard,normal_020.mp4,4,3.0,4.0,10.42,68.21,13.7,4.76,15.72,10.96,0.69
train,normal_hard,normal_021.mp4,1,0.0,1.0,25.22,33.79,4.48,25.98,24.5,-1.47,0.28
train,normal_hard,normal_021.mp4,2,1.0,2.0,16.25,68.03,12.8,20.83,11.96,-8.87,0.52
train,normal_hard,normal_021.mp4,3,2.0,3.0,6.26,8.11,2.59,6.15,6.36,0.22,0.59
train,normal_hard,normal_021.mp4,4,3.0,4.0,5.44,7.78,2.13,5.77,5.13,-0.64,0.48
train,normal_hard,normal_024.mp4,1,0.0,1.0,12.15,15.79,1.56,12.44,11.89,-0.55,0.59
train,normal_hard,normal_024.mp4,2,1.0,2.0,11.16,42.14,6.92,11.93,10.45,-1.48,0.38
train,normal_hard,normal_024.mp4,3,2.0,3.0,8.55,12.49,4.03,9.18,7.97,-1.21,0.17
train,normal_hard,normal_024.mp4,4,3.0,4.0,2.89,8.44,2.07,3.95,1.91,-2.04,0.0
train,normal_hard,normal_027.mp4,1,0.0,1.0,15.59,18.38,2.03,16.69,14.57,-2.11,0.45
train,normal_hard,normal_027.mp4,2,1.0,2.0,19.34,49.84,11.62,28.92,10.39,-18.53,0.38
train,normal_hard,normal_027.mp4,3,2.0,3.0,5.5,7.08,2.48,5.19,5.8,0.62,0.93
train,normal_hard,normal_027.mp4,4,3.0,4.0,5.35,7.36,2.49,5.25,5.44,0.19,0.55
train,normal_hard,normal_029.mp4,1,0.0,1.0,37.55,101.19,20.17,36.45,38.58,2.13,0.86
train,normal_hard,normal_029.mp4,2,1.0,2.0,14.02,27.34,3.26,15.24,12.88,-2.36,0.17
train,normal_hard,normal_029.mp4,3,2.0,3.0,15.56,33.95,6.49,19.34,12.02,-7.33,0.38
train,normal_hard,normal_029.mp4,4,3.0,4.0,6.28,25.27,4.4,8.51,4.2,-4.32,0.38
train,normal_hard,normal_030.mp4,1,0.0,1.0,4.56,6.46,2.08,4.51,4.6,0.09,0.83
train,normal_hard,normal_030.mp4,2,1.0,2.0,19.27,81.68,18.87,15.36,22.92,7.56,0.52
train,normal_hard,normal_030.mp4,3,2.0,3.0,14.35,17.53,2.13,13.64,15.02,1.38,0.97
train,normal_hard,normal_030.mp4,4,3.0,4.0,19.62,67.8,11.67,16.72,22.33,5.61,0.79
train,normal_hard,normal_031.mp4,1,0.0,1.0,16.46,81.67,20.17,4.93,27.22,22.3,0.86
train,normal_hard,normal_031.mp4,2,1.0,2.0,17.52,54.72,11.05,21.14,14.15,-6.99,0.31
train,normal_hard,normal_031.mp4,3,2.0,3.0,14.2,20.88,5.31,12.89,15.43,2.54,0.9
train,normal_hard,normal_031.mp4,4,3.0,4.0,19.11,57.25,10.22,17.85,20.29,2.43,0.9
train,normal_hard,normal_032.mp4,1,0.0,1.0,21.16,29.11,4.65,19.25,22.95,3.7,0.62
train,normal_hard,normal_032.mp4,2,1.0,2.0,20.03,88.86,15.43,24.91,15.47,-9.44,0.48
train,normal_hard,normal_032.mp4,3,2.0,3.0,10.11,15.12,1.73,10.21,10.01,-0.21,0.14
train,normal_hard,normal_032.mp4,4,3.0,4.0,10.88,34.75,4.77,9.8,11.88,2.07,0.83
train,normal_hard,normal_033.mp4,1,0.0,1.0,24.69,88.87,13.75,21.38,27.78,6.4,0.9
train,normal_hard,normal_033.mp4,2,1.0,2.0,12.69,37.22,6.12,13.04,12.36,-0.68,0.38
train,normal_hard,normal_033.mp4,3,2.0,3.0,10.62,17.5,4.42,11.9,9.42,-2.48,0.0
train,normal_hard,normal_033.mp4,4,3.0,4.0,9.6,58.23,10.6,11.02,8.28,-2.74,0.55
train,normal_hard,normal_034.mp4,1,0.0,1.0,16.1,88.85,15.83,19.88,12.56,-7.33,0.1
train,normal_hard,normal_034.mp4,2,1.0,2.0,7.09,45.21,8.99,10.94,3.5,-7.44,0.21
train,normal_hard,normal_034.mp4,3,2.0,3.0,4.65,7.17,1.44,3.5,5.72,2.22,0.93
train,normal_hard,normal_034.mp4,4,3.0,4.0,10.61,21.46,4.74,6.54,14.42,7.88,0.69
train,normal_hard,normal_035.mp4,1,0.0,1.0,8.54,45.22,9.01,14.22,3.24,-10.98,0.38
train,normal_hard,normal_035.mp4,2,1.0,2.0,3.53,16.89,2.8,4.27,2.84,-1.42,0.14
train,normal_hard,normal_035.mp4,3,2.0,3.0,3.78,6.24,2.07,2.96,4.54,1.58,0.79
train,normal_hard,normal_035.mp4,4,3.0,4.0,2.7,3.99,1.27,2.82,2.59,-0.23,0.17
train,normal_hard,normal_037.mp4,1,0.0,1.0,14.29,69.8,13.34,7.69,20.44,12.75,0.79
train,normal_hard,normal_037.mp4,2,1.0,2.0,23.91,32.62,3.97,23.97,23.85,-0.12,0.9
train,normal_hard,normal_037.mp4,3,2.0,3.0,16.75,34.02,6.52,20.24,13.49,-6.75,0.0
train,normal_hard,normal_037.mp4,4,3.0,4.0,23.35,46.97,9.93,16.38,29.86,13.49,0.93
train,normal_hard,normal_038.mp4,1,0.0,1.0,23.83,43.62,5.49,22.69,24.88,2.19,0.9
train,normal_hard,normal_038.mp4,2,1.0,2.0,10.46,13.4,3.9,10.19,10.72,0.53,0.0
train,normal_hard,normal_038.mp4,3,2.0,3.0,10.81,16.27,4.56,9.67,11.88,2.2,0.72
train,normal_hard,normal_038.mp4,4,3.0,4.0,12.46,36.14,6.47,12.45,12.47,0.02,0.79
train,normal_hard,normal_039.mp4,1,0.0,1.0,12.54,49.99,7.9,12.01,13.03,1.03,0.79
train,normal_hard,normal_039.mp4,2,1.0,2.0,7.85,10.31,3.57,8.44,7.3,-1.14,0.24
train,normal_hard,normal_039.mp4,3,2.0,3.0,9.31,11.87,4.21,9.29,9.32,0.03,0.93
train,normal_hard,normal_039.mp4,4,3.0,4.0,8.36,24.83,5.06,9.05,7.71,-1.34,0.86
train,normal_hard,normal_040.mp4,1,0.0,1.0,8.02,64.97,11.72,6.94,9.03,2.08,0.45
train,normal_hard,normal_040.mp4,2,1.0,2.0,10.62,14.22,4.94,11.61,9.7,-1.91,0.59
train,normal_hard,normal_040.mp4,3,2.0,3.0,12.53,18.75,6.27,11.24,13.74,2.5,0.66
train,normal_hard,normal_040.mp4,4,3.0,4.0,15.05,48.16,9.36,15.5,14.63,-0.87,0.76
train,normal_hard,normal_042.mp4,1,0.0,1.0,13.35,19.98,2.83,12.06,14.56,2.5,0.83
train,normal_hard,normal_042.mp4,2,1.0,2.0,6.13,7.93,2.73,6.34,5.93,-0.4,0.93
train,normal_hard,normal_042.mp4,3,2.0,3.0,5.71,7.85,2.58,6.16,5.29,-0.87,0.0
train,normal_hard,normal_042.mp4,4,3.0,4.0,5.63,11.85,3.56,3.94,7.21,3.27,0.69
